Year,Category,Prize,Motivation,Prize Share,Laureate ID,Laureate Type,Full Name,Birth Date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country,Birth Year,Awarded Age,Age Group
1931,Chemistry,The Nobel Prize in Chemistry 1931,in recognition of their contributions to the invention and development of chemical high pressure methods,01-Feb,190,Individual,Friedrich Bergius,1884-10-11,"Goldschmieden, near Breslau",Germany (Poland),Male,University of Heidelberg,Heidelberg,Germany,30/03/1949,Buenos Aires,Argentina,1884,47,40-50
1931,Literature,The Nobel Prize in Literature 1931,The poetry of Erik Axel Karlfeldt,01-Jan,604,Individual,Erik Axel Karlfeldt,1864-07-20,Karlbo,Sweden,Male,,,,08/04/1931,Stockholm,Sweden,1864,67,60-70
1931,Medicine,The Nobel Prize in Physiology or Medicine 1931,for his discovery of the nature and mode of action of the respiratory enzyme,01-Jan,322,Individual,Otto Heinrich Warburg,1883-10-08,Freiburg im Breisgau,Germany,Male,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) f??r Biologie,Berlin-Dahlem,Germany,01/08/1970,West Berlin,West Germany (Germany),1883,48,40-50
1931,Peace,The Nobel Peace Prize 1931,,01-Feb,496,Individual,Jane Addams,1860-09-06,"Cedarville, IL",United States of America,Female,,,,21/05/1935,"Chicago, IL",United States of America,1860,71,70+
1931,Peace,The Nobel Peace Prize 1931,,01-Feb,497,Individual,Nicholas Murray Butler,1862-04-02,"Elizabeth, NJ",United States of America,Male,Columbia University,"New York, NY",United States of America,07/12/1947,"New York, NY",United States of America,1862,69,60-70
1932,Chemistry,The Nobel Prize in Chemistry 1932,for his discoveries and investigations in surface chemistry,01-Jan,191,Individual,Irving Langmuir,1881-01-31,"Brooklyn, NY",United States of America,Male,General Electric Company,"Schenectady, NY",United States of America,16/08/1957,"Falmouth, MA",United States of America,1881,51,50-60
1932,Literature,The Nobel Prize in Literature 1932,for his distinguished art of narration which takes its highest form in <I>The Forsyte Saga</I>,01-Jan,605,Individual,John Galsworthy,1867-08-14,Kingston Hill,United Kingdom,Male,,,,31/01/1933,London,United Kingdom,1867,65,60-70
1932,Medicine,The Nobel Prize in Physiology or Medicine 1932,for their discoveries regarding the functions of neurons,01-Feb,323,Individual,Sir Charles Scott Sherrington,1857-11-27,London,United Kingdom,Male,University of Oxford,Oxford,United Kingdom,04/03/1952,Eastbourne,United Kingdom,1857,75,70+
1932,Medicine,The Nobel Prize in Physiology or Medicine 1932,for their discoveries regarding the functions of neurons,01-Feb,324,Individual,Edgar Douglas Adrian,1889-11-30,London,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,08/08/1977,Cambridge,United Kingdom,1889,43,40-50
1932,Physics,The Nobel Prize in Physics 1932,"for the creation of quantum mechanics, the application of which has, inter alia, led to the discovery of the allotropic forms of hydrogen",01-Jan,38,Individual,Werner Karl Heisenberg,05/12/1901,W??rzburg,Germany,Male,Leipzig University,Leipzig,Germany,01/02/1976,Munich,West Germany (Germany),1901,31,40-
1933,Literature,The Nobel Prize in Literature 1933,for the strict artistry with which he has carried on the classical Russian traditions in prose writing,01-Jan,606,Individual,Ivan Alekseyevich Bunin,1870-10-22,Voronezh,Russia,Male,,,,08/11/1953,Paris,France,1870,63,60-70
1933,Medicine,The Nobel Prize in Physiology or Medicine 1933,for his discoveries concerning the role played by the chromosome in heredity,01-Jan,325,Individual,Thomas Hunt Morgan,1866-09-25,"Lexington, KY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,04/12/1945,"Pasadena, CA",United States of America,1866,67,60-70
1933,Peace,The Nobel Peace Prize 1933,,01-Jan,498,Individual,Sir Norman Angell (Ralph Lane),1872-12-26,Holbeach,United Kingdom,Male,,,,07/10/1967,Croydon,United Kingdom,1872,61,60-70
1933,Physics,The Nobel Prize in Physics 1933,for the discovery of new productive forms of atomic theory,01-Feb,39,Individual,Erwin Schr??dinger,1887-08-12,Vienna,Austria,Male,Berlin University,Berlin,Germany,04/01/1961,Vienna,Austria,1887,46,40-50
1933,Physics,The Nobel Prize in Physics 1933,for the discovery of new productive forms of atomic theory,01-Feb,40,Individual,Paul Adrien Maurice Dirac,08/08/1902,Bristol,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,20/10/1984,"Tallahassee, FL",United States of America,1902,31,40-
1934,Chemistry,The Nobel Prize in Chemistry 1934,for his discovery of heavy hydrogen,01-Jan,192,Individual,Harold Clayton Urey,1893-04-29,"Walkerton, IN",United States of America,Male,Columbia University,"New York, NY",United States of America,05/01/1981,"La Jolla, CA",United States of America,1893,41,40-50
1934,Literature,The Nobel Prize in Literature 1934,for his bold and ingenious revival of dramatic and scenic art,01-Jan,607,Individual,Luigi Pirandello,1867-06-28,"Agrigento, Sicily",Italy,Male,,,,10/12/1936,Rome,Italy,1867,67,60-70
1934,Medicine,The Nobel Prize in Physiology or Medicine 1934,for their discoveries concerning liver therapy in cases of anaemia,01-Mar,326,Individual,George Hoyt Whipple,1878-08-28,"Ashland, NH",United States of America,Male,University of Rochester,"Rochester, NY",United States of America,01/02/1976,"Rochester, NY",United States of America,1878,56,50-60
1934,Medicine,The Nobel Prize in Physiology or Medicine 1934,for their discoveries concerning liver therapy in cases of anaemia,01-Mar,327,Individual,George Richards Minot,1885-12-02,"Boston, MA",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,25/02/1950,"Brookline, MA",United States of America,1885,49,40-50
1934,Medicine,The Nobel Prize in Physiology or Medicine 1934,for their discoveries concerning liver therapy in cases of anaemia,01-Mar,328,Individual,William Parry Murphy,1892-02-06,"Stoughton, WI",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,09/10/1987,"Brookline, MA",United States of America,1892,42,40-50
1934,Peace,The Nobel Peace Prize 1934,,01-Jan,499,Individual,Arthur Henderson,1863-09-13,Glasgow,Scotland,Male,,,,20/10/1935,London,United Kingdom,1863,71,70+
1935,Chemistry,The Nobel Prize in Chemistry 1935,in recognition of their synthesis of new radioactive elements,01-Feb,193,Individual,Fr??d??ric Joliot,19/03/1900,Paris,France,Male,Institut du Radium,Paris,France,14/08/1958,Paris,France,1900,35,40-
1935,Chemistry,The Nobel Prize in Chemistry 1935,in recognition of their synthesis of new radioactive elements,01-Feb,194,Individual,Ir??ne Joliot-Curie,1897-09-12,Paris,France,Female,Institut du Radium,Paris,France,17/03/1956,Paris,France,1897,38,40-
1935,Medicine,The Nobel Prize in Physiology or Medicine 1935,for his discovery of the organizer effect in embryonic development,01-Jan,329,Individual,Hans Spemann,1869-06-27,Stuttgart,W&uuml;rttemberg (Germany),Male,University of Freiburg im Breisgau,Breisgau,Germany,12/09/1941,Freiburg im Breisgau,Germany,1869,66,60-70
1935,Peace,The Nobel Peace Prize 1935,,01-Jan,500,Individual,Carl von Ossietzky,1889-10-03,Hamburg,Germany,Male,,,,04/05/1938,Berlin,Germany,1889,46,40-50
1935,Physics,The Nobel Prize in Physics 1935,for the discovery of the neutron,01-Jan,41,Individual,James Chadwick,1891-10-20,Manchester,United Kingdom,Male,Liverpool University,Liverpool,United Kingdom,24/07/1974,Cambridge,United Kingdom,1891,44,40-50
1936,Chemistry,The Nobel Prize in Chemistry 1936,for his contributions to our knowledge of molecular structure through his investigations on dipole moments and on the diffraction of X-rays and electrons in gases,01-Jan,195,Individual,Petrus (Peter) Josephus Wilhelmus Debye,1884-03-24,Maastricht,Netherlands,Male,Berlin University,Berlin,Germany,02/11/1966,"Ithaca, NY",United States of America,1884,52,50-60
1936,Literature,The Nobel Prize in Literature 1936,"for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy",01-Jan,608,Individual,Eugene Gladstone O'Neill,1888-10-16,"New York, NY",United States of America,Male,,,,27/11/1953,"Boston, MA",United States of America,1888,48,40-50
1936,Medicine,The Nobel Prize in Physiology or Medicine 1936,for their discoveries relating to chemical transmission of nerve impulses,01-Feb,330,Individual,Sir Henry Hallett Dale,1875-06-09,London,United Kingdom,Male,National Institute for Medical Research,London,United Kingdom,23/07/1968,Cambridge,United Kingdom,1875,61,60-70
1936,Medicine,The Nobel Prize in Physiology or Medicine 1936,for their discoveries relating to chemical transmission of nerve impulses,01-Feb,331,Individual,Otto Loewi,1873-06-03,Frankfurt-on-the-Main,Germany,Male,Graz University,Graz,Austria,25/12/1961,"New York, NY",United States of America,1873,63,60-70
1936,Peace,The Nobel Peace Prize 1936,,01-Jan,501,Individual,Carlos Saavedra Lamas,1878-11-01,Buenos Aires,Argentina,Male,,,,05/05/1959,Buenos Aires,Argentina,1878,58,50-60
1936,Physics,The Nobel Prize in Physics 1936,for his discovery of cosmic radiation,01-Feb,42,Individual,Victor Franz Hess,1883-06-24,Peggau,Austria,Male,Innsbruck University,Innsbruck,Austria,17/12/1964,"Mount Verno, NY",United States of America,1883,53,50-60
1936,Physics,The Nobel Prize in Physics 1936,for his discovery of the positron,01-Feb,43,Individual,Carl David Anderson,03/09/1905,"New York, NY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,11/01/1991,"San Marino, CA",United States of America,1905,31,40-
1937,Chemistry,The Nobel Prize in Chemistry 1937,for his investigations on carbohydrates and vitamin C,01-Feb,196,Individual,Walter Norman Haworth,1883-03-19,Chorley,United Kingdom,Male,Birmingham University,Birmingham,United Kingdom,19/03/1950,Birmingham,United Kingdom,1883,54,50-60
1937,Chemistry,The Nobel Prize in Chemistry 1937,"for his investigations on carotenoids, flavins and vitamins A and B2",01-Feb,197,Individual,Paul Karrer,1889-04-21,Moscow,Russia,Male,University of Zurich,Zurich,Switzerland,18/06/1971,Zurich,Switzerland,1889,48,40-50
1937,Literature,The Nobel Prize in Literature 1937,for the artistic power and truth with which he has depicted human conflict as well as some fundamental aspects of contemporary life in his novel-cycle <I>Les Thibault</I>,01-Jan,609,Individual,Roger Martin du Gard,1881-03-23,Neuilly-sur-Seine,France,Male,,,,22/08/1958,Bell??me,France,1881,56,50-60
1937,Medicine,The Nobel Prize in Physiology or Medicine 1937,"for his discoveries in connection with the biological combustion processes, with special reference to vitamin C and the catalysis of fumaric acid",01-Jan,332,Individual,Albert von Szent-Gy??rgyi Nagyr??polt,1893-09-16,Budapest,Austria-Hungary (Hungary),Male,Szeged University,Szeged,Hungary,22/10/1986,"Woods Hole, MA",United States of America,1893,44,40-50
1937,Peace,The Nobel Peace Prize 1937,,01-Jan,502,Individual,"Cecil of Chelwood, Viscount (Lord Edgar Algernon Robert Gascoyne Cecil)",1864-09-14,London,United Kingdom,Male,,,,24/11/1958,Tunbridge Wells,United Kingdom,1864,73,70+
1937,Physics,The Nobel Prize in Physics 1937,for their experimental discovery of the diffraction of electrons by crystals,01-Feb,44,Individual,Clinton Joseph Davisson,1881-10-22,"Bloomington, IL",United States of America,Male,Bell Telephone Laboratories,"New York, NY",United States of America,01/02/1958,"Charlottesville, VA",United States of America,1881,56,50-60
1937,Physics,The Nobel Prize in Physics 1937,for their experimental discovery of the diffraction of electrons by crystals,01-Feb,45,Individual,George Paget Thomson,1892-05-03,Cambridge,United Kingdom,Male,London University,London,United Kingdom,10/09/1975,Cambridge,United Kingdom,1892,45,40-50
1938,Chemistry,The Nobel Prize in Chemistry 1938,for his work on carotenoids and vitamins,01-Jan,198,Individual,Richard Kuhn,03/12/1900,Vienna,Austria-Hungary (Austria),Male,Kaiser-Wilhelm-Institut (now Max-Planck Institut) f??r Medizinische Forschung,Heidelberg,Germany,31/07/1967,Heidelberg,West Germany (Germany),1900,38,40-
1938,Literature,The Nobel Prize in Literature 1938,for her rich and truly epic descriptions of peasant life in China and for her biographical masterpieces,01-Jan,610,Individual,Pearl Buck,1892-06-26,"Hillsboro, WV",United States of America,Female,,,,06/03/1973,"Danby, VT",United States of America,1892,46,40-50
1938,Medicine,The Nobel Prize in Physiology or Medicine 1938,for the discovery of the role played by the sinus and aortic mechanisms in the regulation of respiration,01-Jan,333,Individual,Corneille Jean Fran??ois Heymans,1892-03-28,Ghent,Belgium,Male,Ghent University,Ghent,Belgium,18/07/1968,Knokke,Belgium,1892,46,40-50
1938,Peace,The Nobel Peace Prize 1938,,01-Jan,503,Organization,Office international Nansen pour les R??fugi??s (Nansen International Office for Refugees),,,,,,,,,,Other,,,
1938,Physics,The Nobel Prize in Physics 1938,"for his demonstrations of the existence of new radioactive elements produced by neutron irradiation, and for his related discovery of nuclear reactions brought about by slow neutrons",01-Jan,46,Individual,Enrico Fermi,29/09/1901,Rome,Italy,Male,Rome University,Rome,Italy,28/11/1954,"Chicago, IL",United States of America,1901,37,40-
1939,Chemistry,The Nobel Prize in Chemistry 1939,for his work on sex hormones,01-Feb,199,Individual,Adolf Friedrich Johann Butenandt,24/03/1903,Bremerhaven-Lehe,Germany,Male,Kaiser-Wilhelm-Institut (now Max-Planck-Institut) f??r Biochemie,Berlin-Dahlem,Germany,18/01/1995,Munich,Germany,1903,36,40-
1939,Chemistry,The Nobel Prize in Chemistry 1939,for his work on polymethylenes and higher terpenes,01-Feb,200,Individual,Leopold Ruzicka,1887-09-13,Vukovar,Austria-Hungary (Croatia),Male,Eidgen??ssische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,26/09/1976,Zurich,Switzerland,1887,52,50-60
1939,Literature,The Nobel Prize in Literature 1939,for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature,01-Jan,613,Individual,Frans Eemil Sillanp????,1888-09-16,H??meenkyr??,Russian Empire (Finland),Male,,,,03/06/1964,Helsinki,Finland,1888,51,50-60
1939,Medicine,The Nobel Prize in Physiology or Medicine 1939,for the discovery of the antibacterial effects of prontosil,01-Jan,334,Individual,Gerhard Domagk,1895-10-30,Lagow,Germany (Poland),Male,Munster University,Munster,Germany,24/04/1964,Burgberg,West Germany (Germany),1895,44,40-50
1939,Physics,The Nobel Prize in Physics 1939,"for the invention and development of the cyclotron and for results obtained with it, especially with regard to artificial radioactive elements",01-Jan,47,Individual,Ernest Orlando Lawrence,08/08/1901,"Canton, SD",United States of America,Male,University of California,"Berkeley, CA",United States of America,27/08/1958,"Palo Alto, CA",United States of America,1901,38,40-
1943,Chemistry,The Nobel Prize in Chemistry 1943,for his work on the use of isotopes as tracers in the study of chemical processes,01-Jan,201,Individual,George de Hevesy,1885-08-01,Budapest,Austria-Hungary (Hungary),Male,Stockholm University,Stockholm,Sweden,05/07/1966,Freiburg im Breisgau,West Germany (Germany),1885,58,50-60
1943,Medicine,The Nobel Prize in Physiology or Medicine 1943,for his discovery of vitamin K,01-Feb,335,Individual,Henrik Carl Peter Dam,1895-02-21,Copenhagen,Denmark,Male,Polytechnic Institute,Copenhagen,Denmark,17/04/1976,Copenhagen,Denmark,1895,48,40-50
1943,Medicine,The Nobel Prize in Physiology or Medicine 1943,for his discovery of the chemical nature of vitamin K,01-Feb,336,Individual,Edward Adelbert Doisy,1893-11-13,"Hume, IL",United States of America,Male,Saint Louis University,"St. Louis, MO",United States of America,23/10/1986,"St. Louis, MO",United States of America,1893,50,50-60
1943,Physics,The Nobel Prize in Physics 1943,for his contribution to the development of the molecular ray method and his discovery of the magnetic moment of the proton,01-Jan,48,Individual,Otto Stern,1888-02-17,Sorau (Zory),Germany (Poland),Male,Carnegie Institute of Technology,"Pittsburgh, PA",United States of America,17/08/1969,"Berkeley, CA",United States of America,1888,55,50-60
1944,Chemistry,The Nobel Prize in Chemistry 1944,for his discovery of the fission of heavy nuclei,01-Jan,202,Individual,Otto Hahn,1879-03-08,Frankfurt-on-the-Main,Germany,Male,Kaiser-Wilhelm-Institut (now Max-Planck Institut) f??r Chemie,Berlin-Dahlem,Germany,28/07/1968,G??ttingen,West Germany (Germany),1879,65,60-70
1944,Literature,The Nobel Prize in Literature 1944,"for the rare strength and fertility of his poetic imagination with which is combined an intellectual curiosity of wide scope and a bold, freshly creative style",01-Jan,614,Individual,Johannes Vilhelm Jensen,1873-01-20,Fars??,Denmark,Male,,,,25/11/1950,Copenhagen,Denmark,1873,71,70+
1944,Medicine,The Nobel Prize in Physiology or Medicine 1944,for their discoveries relating to the highly differentiated functions of single nerve fibres,01-Feb,337,Individual,Joseph Erlanger,1874-01-05,"San Francisco, CA",United States of America,Male,Washington University,"St. Louis, MO",United States of America,05/12/1965,"St. Louis, MO",United States of America,1874,70,70+
1944,Medicine,The Nobel Prize in Physiology or Medicine 1944,for their discoveries relating to the highly differentiated functions of single nerve fibres,01-Feb,338,Individual,Herbert Spencer Gasser,1888-07-05,"Platteville, WI",United States of America,Male,Rockefeller Institute for Medical Research,"New York, NY",United States of America,11/05/1963,"New York, NY",United States of America,1888,56,50-60
1944,Peace,The Nobel Peace Prize 1944,,01-Jan,482,Organization,Comit?? international de la Croix Rouge (International Committee of the Red Cross),,,,,,,,,,Other,,,
1944,Physics,The Nobel Prize in Physics 1944,for his resonance method for recording the magnetic properties of atomic nuclei,01-Jan,49,Individual,Isidor Isaac Rabi,1898-07-29,Rymanow,Austria-Hungary (Poland),Male,Columbia University,"New York, NY",United States of America,11/01/1988,"New York, NY",United States of America,1898,46,40-50
1945,Chemistry,The Nobel Prize in Chemistry 1945,"for his research and inventions in agricultural and nutrition chemistry, especially for his fodder preservation method",01-Jan,203,Individual,Artturi Ilmari Virtanen,1895-01-15,Helsinki,Russian Empire (Finland),Male,University of Helsinki,Helsinki,Finland,11/11/1973,Helsinki,Finland,1895,50,50-60
1945,Literature,The Nobel Prize in Literature 1945,"for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world",01-Jan,615,Individual,Gabriela Mistral,1889-04-07,Vicu??a,Chile,Female,,,,10/01/1957,"Hempstead, NY",United States of America,1889,56,50-60
1945,Medicine,The Nobel Prize in Physiology or Medicine 1945,for the discovery of penicillin and its curative effect in various infectious diseases,01-Mar,339,Individual,Sir Alexander Fleming,1881-08-06,Lochfield,Scotland,Male,London University,London,United Kingdom,11/03/1955,London,United Kingdom,1881,64,60-70
1945,Medicine,The Nobel Prize in Physiology or Medicine 1945,for the discovery of penicillin and its curative effect in various infectious diseases,01-Mar,340,Individual,Ernst Boris Chain,19/06/1906,Berlin,Germany,Male,University of Oxford,Oxford,United Kingdom,12/08/1979,Mulrany,Ireland,1906,39,40-
1945,Medicine,The Nobel Prize in Physiology or Medicine 1945,for the discovery of penicillin and its curative effect in various infectious diseases,01-Mar,341,Individual,Sir Howard Walter Florey,1898-09-24,Adelaide,Australia,Male,University of Oxford,Oxford,United Kingdom,21/02/1968,Oxford,United Kingdom,1898,47,40-50
1945,Peace,The Nobel Peace Prize 1945,,01-Jan,505,Individual,Cordell Hull,1871-10-02,"Olympus, TN",United States of America,Male,,,,23/07/1955,"Bethesda, MD",United States of America,1871,74,70+
1945,Physics,The Nobel Prize in Physics 1945,"for the discovery of the Exclusion Principle, also called the Pauli Principle",01-Jan,50,Individual,Wolfgang Pauli,25/04/1900,Vienna,Austria,Male,Princeton University,"Princeton, NJ",United States of America,15/12/1958,Zurich,Switzerland,1900,45,40-50
1946,Chemistry,The Nobel Prize in Chemistry 1946,for his discovery that enzymes can be crystallized,01-Feb,204,Individual,James Batcheller Sumner,1887-11-19,"Canton, MA",United States of America,Male,Cornell University,"Ithaca, NY",United States of America,12/08/1955,"Buffalo, NY",United States of America,1887,59,50-60
1946,Chemistry,The Nobel Prize in Chemistry 1946,for their preparation of enzymes and virus proteins in a pure form,01-Apr,205,Individual,John Howard Northrop,1891-07-05,"Yonkers, NY",United States of America,Male,Rockefeller Institute for Medical Research,"Princeton, NJ",United States of America,27/05/1987,"Wickenberg, AZ",United States of America,1891,55,50-60
1946,Chemistry,The Nobel Prize in Chemistry 1946,for their preparation of enzymes and virus proteins in a pure form,01-Apr,206,Individual,Wendell Meredith Stanley,16/08/1904,"Ridgeville, IN",United States of America,Male,Rockefeller Institute for Medical Research,"Princeton, NJ",United States of America,15/06/1971,Salamanca,Spain,1904,42,40-50
1946,Literature,The Nobel Prize in Literature 1946,"for his inspired writings which, while growing in boldness and penetration, exemplify the classical humanitarian ideals and high qualities of style",01-Jan,617,Individual,Hermann Hesse,1877-07-02,Calw,Germany,Male,,,,09/08/1962,Montagnola,Switzerland,1877,69,60-70
1946,Medicine,The Nobel Prize in Physiology or Medicine 1946,for the discovery of the production of mutations by means of X-ray irradiation,01-Jan,342,Individual,Hermann Joseph Muller,1890-12-21,"New York, NY",United States of America,Male,Indiana University,"Bloomington, IN",United States of America,05/04/1967,,Alive,1890,56,50-60
1946,Peace,The Nobel Peace Prize 1946,,01-Feb,506,Individual,Emily Greene Balch,1867-01-08,"Jamaica Plain, MA (Boston)",United States of America,Female,,,,09/01/1961,"Cambridge, MA",United States of America,1867,79,70+
1946,Peace,The Nobel Peace Prize 1946,,01-Feb,507,Individual,John Raleigh Mott,1865-05-25,"Livingston Manor, NY",United States of America,Male,,,,31/01/1955,,United States of America,1865,81,70+
1946,Physics,The Nobel Prize in Physics 1946,"for the invention of an apparatus to produce extremely high pressures, and for the discoveries he made therewith in the field of high pressure physics",01-Jan,51,Individual,Percy Williams Bridgman,1882-04-21,"Cambridge, MA",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,20/08/1961,"Randolph, NH",United States of America,1882,64,60-70
1947,Chemistry,The Nobel Prize in Chemistry 1947,"for his investigations on plant products of biological importance, especially the alkaloids",01-Jan,207,Individual,Sir Robert Robinson,1886-09-13,"Rufford, near Chesterfield",United Kingdom,Male,University of Oxford,Oxford,United Kingdom,08/02/1975,Great Missenden,United Kingdom,1886,61,60-70
1947,Literature,The Nobel Prize in Literature 1947,"for his comprehensive and artistically significant writings, in which human problems and conditions have been presented with a fearless love of truth and keen psychological insight",01-Jan,618,Individual,Andr?? Paul Guillaume Gide,1869-11-22,Paris,France,Male,,,,19/02/1951,Paris,France,1869,78,70+
1947,Medicine,The Nobel Prize in Physiology or Medicine 1947,for their discovery of the course of the catalytic conversion of glycogen,01-Apr,343,Individual,Carl Ferdinand Cori,1896-12-05,Prague,Austria-Hungary (Czech Republic),Male,Washington University,"St. Louis, MO",United States of America,20/10/1984,"Cambridge, MA",United States of America,1896,51,50-60
1947,Medicine,The Nobel Prize in Physiology or Medicine 1947,for their discovery of the course of the catalytic conversion of glycogen,01-Apr,344,Individual,"Gerty Theresa Cori, n??e Radnitz",1896-08-15,Prague,Austria-Hungary (Czech Republic),Female,Washington University,"St. Louis, MO",United States of America,26/10/1957,"St. Louis, MO",United States of America,1896,51,50-60
1947,Medicine,The Nobel Prize in Physiology or Medicine 1947,for his discovery of the part played by the hormone of the anterior pituitary lobe in the metabolism of sugar,01-Feb,345,Individual,Bernardo Alberto Houssay,1887-04-10,Buenos Aires,Argentina,Male,Instituto de Biologia y Medicina Experimental (Institute for Biology and Experimental Medicine),Buenos Aires,Argentina,21/09/1971,Buenos Aires,Argentina,1887,60,60-70
1947,Peace,The Nobel Peace Prize 1947,,01-Feb,508,Organization,Friends Service Council (The Quakers),,,,,,,,,,Other,,,
1947,Peace,The Nobel Peace Prize 1947,,01-Feb,509,Organization,American Friends Service Committee (The Quakers),,,,,,,,,,Other,,,
1947,Physics,The Nobel Prize in Physics 1947,for his investigations of the physics of the upper atmosphere especially for the discovery of the so-called Appleton layer,01-Jan,52,Individual,Sir Edward Victor Appleton,1892-09-06,Bradford,United Kingdom,Male,Department of Scientific and Industrial Research,London,United Kingdom,21/04/1965,Edinburgh,Scotland,1892,55,50-60
1948,Chemistry,The Nobel Prize in Chemistry 1948,"for his research on electrophoresis and adsorption analysis, especially for his discoveries concerning the complex nature of the serum proteins",01-Jan,208,Individual,Arne Wilhelm Kaurin Tiselius,10/08/1902,Stockholm,Sweden,Male,Uppsala University,Uppsala,Sweden,29/10/1971,Uppsala,Sweden,1902,46,40-50
1948,Literature,The Nobel Prize in Literature 1948,"for his outstanding, pioneer contribution to present-day poetry",01-Jan,619,Individual,Thomas Stearns Eliot,1888-09-26,"St. Louis, MO",United States of America,Male,,,,04/01/1965,London,United Kingdom,1888,60,60-70
1948,Medicine,The Nobel Prize in Physiology or Medicine 1948,for his discovery of the high efficiency of DDT as a contact poison against several arthropods,01-Jan,346,Individual,Paul Hermann M??ller,1899-01-12,Olten,Switzerland,Male,Laboratorium der Farben-Fabriken J.R. Geigy A.G. (Laboratory of the J.R. Geigy Dye-Factory Co.),Basel,Switzerland,12/10/1965,Basel,Switzerland,1899,49,40-50
1948,Physics,The Nobel Prize in Physics 1948,"for his development of the Wilson cloud chamber method, and his discoveries therewith in the fields of nuclear physics and cosmic radiation",01-Jan,53,Individual,Patrick Maynard Stuart Blackett,1897-11-18,London,United Kingdom,Male,Victoria University,Manchester,United Kingdom,13/07/1974,London,United Kingdom,1897,51,50-60
1949,Chemistry,The Nobel Prize in Chemistry 1949,"for his contributions in the field of chemical thermodynamics, particularly concerning the behaviour of substances at extremely low temperatures",01-Jan,209,Individual,William Francis Giauque,1895-05-12,Niagara Falls,Canada,Male,University of California,"Berkeley, CA",United States of America,28/03/1982,"Berkeley, CA",United States of America,1895,54,50-60
1949,Literature,The Nobel Prize in Literature 1949,for his powerful and artistically unique contribution to the modern American novel,01-Jan,620,Individual,William Faulkner,1897-09-25,"New Albany, MS",United States of America,Male,,,,06/07/1962,"Byhalia, MS",United States of America,1897,52,50-60
1949,Medicine,The Nobel Prize in Physiology or Medicine 1949,for his discovery of the functional organization of the interbrain as a coordinator of the activities of the internal organs,01-Feb,347,Individual,Walter Rudolf Hess,1881-03-17,Frauenfeld,Switzerland,Male,University of Zurich,Zurich,Switzerland,12/08/1973,Ascona,Switzerland,1881,68,60-70
1949,Medicine,The Nobel Prize in Physiology or Medicine 1949,for his discovery of the therapeutic value of leucotomy in certain psychoses,01-Feb,348,Individual,Antonio Caetano de Abreu Freire Egas Moniz,1874-11-29,Avanca,Portugal,Male,University of Lisbon,Lisbon,Portugal,13/12/1955,Lisbon,Portugal,1874,75,70+
1949,Peace,The Nobel Peace Prize 1949,,01-Jan,510,Individual,Lord (John) Boyd Orr of Brechin,1880-09-23,Kilmaurs,Scotland,Male,,,,25/06/1971,Edzell,Scotland,1880,69,60-70
1949,Physics,The Nobel Prize in Physics 1949,for his prediction of the existence of mesons on the basis of theoretical work on nuclear forces,01-Jan,54,Individual,Hideki Yukawa,23/01/1907,Tokyo,Japan,Male,Kyoto Imperial University,Kyoto,Japan,08/09/1981,Kyoto,Japan,1907,42,40-50
1950,Chemistry,The Nobel Prize in Chemistry 1950,for their discovery and development of the diene synthesis,01-Feb,210,Individual,Otto Paul Hermann Diels,1876-01-23,Hamburg,Germany,Male,Kiel University,Kiel,Federal Republic of Germany,07/03/1954,Kiel,West Germany (Germany),1876,74,70+
1950,Chemistry,The Nobel Prize in Chemistry 1950,for their discovery and development of the diene synthesis,01-Feb,211,Individual,Kurt Alder,10/07/1902,K??nigsh??tte (Chorz??w),Prussia (Poland),Male,Cologne University,Cologne,Federal Republic of Germany,20/06/1958,Cologne,West Germany (Germany),1902,48,40-50
1950,Literature,The Nobel Prize in Literature 1950,in recognition of his varied and significant writings in which he champions humanitarian ideals and freedom of thought,01-Jan,621,Individual,Earl (Bertrand Arthur William) Russell,1872-05-18,Trelleck,United Kingdom,Male,,,,02/02/1970,Penrhyndeudraeth,United Kingdom,1872,78,70+
1950,Medicine,The Nobel Prize in Physiology or Medicine 1950,"for their discoveries relating to the hormones of the adrenal cortex, their structure and biological effects",01-Mar,349,Individual,Edward Calvin Kendall,1886-03-08,"South Norwalk, CT",United States of America,Male,Mayo Clinic,"Rochester, MN",United States of America,04/05/1972,"Princeton, NJ",United States of America,1886,64,60-70
